CableId, Panel Id, Description, Location, Room, Affl, Dest Rack Id, CableId, Qty, Keystone
A172, CN611, TECH PANEL, CONFERENCE 1, 206, 300, EN601, A172, 8, 4
A173, CN611, TECH PANEL, CONFERENCE 1, 206, 300, EN601, A173, 8, 5
A174, CN611, TECH PANEL, CONFERENCE 1, 206, 300, EN601, A174, 8, 6
A175, CN611, TECH PANEL, CONFERENCE 1, 206, 300, EN601, A175, 8, 7
A176, CN611, TECH PANEL, CONFERENCE 1, 206, 300, EN601, A176, 8, 8
A177, CN612, TECH PANEL/FLOOR BOX, CONFERENCE 1, 206, 0, EN601, A177, 8, 9
A178, CN612, TECH PANEL/FLOOR BOX, CONFERENCE 1, 206, 0, EN601, A178, 8, 10
A179, CN612, TECH PANEL/FLOOR BOX, CONFERENCE 1, 206, 0, EN601, A179, 8, 11
A180, CN612, TECH PANEL/FLOOR BOX, CONFERENCE 1, 206, 0, EN601, A180, 8, 12
A181, CN612, TECH PANEL/FLOOR BOX, CONFERENCE 1, 206, 0, EN601, A181, 8, 13
A182, CN612, TECH PANEL/FLOOR BOX, CONFERENCE 1, 206, 0, EN601, A182, 8, 14
A183, CN612, TECH PANEL/FLOOR BOX, CONFERENCE 1, 206, 0, EN601, A183, 8, 15
A184, CN612, TECH PANEL/FLOOR BOX, CONFERENCE 1, 206, 0, EN601, A184, 8, 16
A185, CN661, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A185, 8, 17
A186, CN661, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A186, 8, 18
A187, CN661, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A187, 8, 19
A188, CN661, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A188, 8, 20
A189, CN661, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A189, 8, 21
A190, CN661, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A190, 8, 22
A191, CN661, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A191, 8, 23
A192, CN661, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A192, 8, 24
A193, CN662, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A193, 8, 1
A194, CN662, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A194, 8, 2
A195, CN662, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A195, 8, 3
A196, CN662, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A196, 8, 4
A197, CN662, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A197, 8, 5
A198, CN662, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A198, 8, 6
A199, CN662, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A199, 8, 7
A200, CN662, TECH PANEL/FLOOR BOX, CONFERENCE 2, 205, 0, EN601, A200, 8, 8
A201, , SPARE, , , , , A201, -1, 9
A202, , SPARE, , , , , A202, -1, 10
A203, , SPARE, , , , , A203, -1, 11
A204, , SPARE, , , , , A204, -1, 12
A205, , SPARE, , , , , A205, -1, 13
A206, , SPARE, , , , , A206, -1, 14
A207, , SPARE, , , , , A207, -1, 15
A208, , SPARE, , , , , A208, -1, 16
A209, , SPARE, , , , , A209, -1, 17
A210, , SPARE, , , , , A210, -1, 18
A211, , SPARE, , , , , A211, -1, 19
A212, , SPARE, , , , , A212, -1, 20
A213, , SPARE, , , , , A213, -1, 21
A214, , SPARE, , , , , A214, -1, 22
A215, , SPARE, , , , , A215, -1, 23
A216, , SPARE, , , , , A216, -1, 24
A217, CN708, LIGHTING, CONFERENCE 1, 206, PIPE GRID, ER601, A217, 1, 1
A218, CN711, SPEAKER POINT, CONFERENCE 1, 206, PIPE GRID, ER601, A218, 1, 2
A219, CN712, SPEAKER POINT, CONFERENCE 1, 206, PIPE GRID, ER601, A219, 1, 3
A220, CN713, SPEAKER POINT, CONFERENCE 1, 206, PIPE GRID, ER601, A220, 1, 4
A221, CN714, SPEAKER POINT, CONFERENCE 1, 206, PIPE GRID, ER601, A221, 1, 5
A222, CN758, LIGHTING, CONFERENCE 2, 205, PIPE GRID, ER601, A222, 1, 6
A223, CN761, SPEAKER POINT, CONFERENCE 2, 205, PIPE GRID, ER601, A223, 1, 7
